Teufe,qc,fs
17.2600000000,6.0206000000,0.0814000000
17.2800000000,6.0141000000,0.0835000000
17.3000000000,5.9521000000,0.0825000000
17.3200000000,5.9133000000,0.0791000000
17.3400000000,5.7932000000,0.0730000000
17.3600000000,5.8087000000,0.0741000000
17.3800000000,5.7119000000,0.0779000000
17.4000000000,5.7274000000,0.0819000000
17.4200000000,5.6112000000,0.0843000000
17.4400000000,5.3739000000,0.0842000000
17.4600000000,5.3361000000,0.0840000000
17.4800000000,5.3526000000,0.0841000000
17.5000000000,5.4407000000,0.0841000000
17.5200000000,5.4833000000,0.0839000000
17.5400000000,5.5220000000,0.0788000000
17.5600000000,5.5647000000,0.0732000000
17.5800000000,5.5647000000,0.0711000000
17.6000000000,5.5143000000,0.0698000000
17.6200000000,5.4756000000,0.0675000000
17.6400000000,5.3826000000,0.0646000000
17.6600000000,5.3782000000,0.0637000000
17.6800000000,5.3727000000,0.0633000000
17.7000000000,5.4291000000,0.0625000000
17.7200000000,5.5027000000,0.0627000000
17.7400000000,5.5608000000,0.0637000000
17.7600000000,5.6034000000,0.0697000000
17.7800000000,5.5375000000,0.0704000000
17.8000000000,5.2741000000,0.0697000000
17.8200000000,5.1230000000,0.0675000000
17.8400000000,5.0649000000,0.0674000000
17.8600000000,5.0416000000,0.0677000000
17.8800000000,4.9719000000,0.0708000000
17.9000000000,4.8053000000,0.0768000000
17.9200000000,4.6349000000,0.0777000000
17.9400000000,4.6242000000,0.0777000000
17.9600000000,4.6913000000,0.0767000000
17.9800000000,4.8867000000,0.0750000000
18.0000000000,4.9603000000,0.0710000000
18.0200000000,4.9485000000,0.0675000000
18.0400000000,4.9555000000,0.0670000000
18.0600000000,4.9874000000,0.0582000000
18.0800000000,5.2663000000,0.0576000000
18.1000000000,5.0901000000,0.0576000000
18.1200000000,5.0634000000,0.0580000000
18.1400000000,5.0920000000,0.0590000000
18.1600000000,5.0224000000,0.0609000000
18.1800000000,5.0184000000,0.0614000000
18.2000000000,5.0068000000,0.0614000000
18.2200000000,4.9835000000,0.0611000000
18.2400000000,4.9797000000,0.0610000000
18.2600000000,4.9525000000,0.0610000000
18.2800000000,4.9292000000,0.0611000000
18.3000000000,4.9293000000,0.0612000000
18.3200000000,4.9525000000,0.0612000000
18.3400000000,5.0920000000,0.0607000000
18.3600000000,5.0223000000,0.0592000000
18.3800000000,4.8751000000,0.0591000000
18.4000000000,4.6620000000,0.0576000000
18.4200000000,4.5539000000,0.0574000000
18.4400000000,4.5512000000,0.0567000000
18.4600000000,4.5806000000,0.0567000000
18.4800000000,4.6116000000,0.0578000000
18.5000000000,4.6194000000,0.0654000000
18.5200000000,4.6349000000,0.0789000000
18.5400000000,4.3288000000,0.0903000000
18.5600000000,4.3287000000,0.0929000000
18.5800000000,4.4489000000,0.0930000000
18.6000000000,4.6271000000,0.0959000000
18.6200000000,4.6116000000,0.0949000000
18.6400000000,4.5458000000,0.0938000000
18.6600000000,4.4864000000,0.0730000000
18.6800000000,4.4760000000,0.0595000000
18.7000000000,4.4644000000,0.0576000000
18.7200000000,4.4577000000,0.0573000000
18.7400000000,4.4569000000,0.0573000000
18.7600000000,4.4954000000,0.0576000000
18.7800000000,4.5341000000,0.0582000000
18.8000000000,4.5496000000,0.0583000000
18.8200000000,4.6077000000,0.0583000000
18.8400000000,4.6465000000,0.0583000000
18.8600000000,4.6194000000,0.0583000000
18.8800000000,4.5767000000,0.0578000000
18.9000000000,4.5423000000,0.0567000000
18.9200000000,4.5555000000,0.0556000000
18.9400000000,4.6387000000,0.0551000000
18.9600000000,4.7162000000,0.0536000000
18.9800000000,4.7433000000,0.0536000000
19.0000000000,4.8092000000,0.0539000000
19.0200000000,4.8789000000,0.0570000000
19.0400000000,4.9642000000,0.0586000000
19.0600000000,4.9952000000,0.0592000000
19.0800000000,4.9642000000,0.0594000000
19.1000000000,4.9215000000,0.0594000000
19.1200000000,4.8906000000,0.0585000000
19.1400000000,4.8247000000,0.0581000000
19.1600000000,4.8102000000,0.0581000000
19.1800000000,4.7976000000,0.0582000000
19.2000000000,4.7956000000,0.0585000000
19.2200000000,4.7860000000,0.0587000000
19.2400000000,4.7356000000,0.0595000000
19.2600000000,4.7007000000,0.0600000000
19.2800000000,4.6615000000,0.0601000000
19.3000000000,4.6608000000,0.0607000000
19.3200000000,4.6852000000,0.0630000000
19.3400000000,4.7395000000,0.0632000000
19.3600000000,4.7433000000,0.0631000000
19.3800000000,4.8324000000,0.0624000000
19.4000000000,4.9874000000,0.0624000000
19.4200000000,5.0688000000,0.0625000000
19.4400000000,5.0726000000,0.0622000000
19.4600000000,5.0533000000,0.0620000000
19.4800000000,5.0107000000,0.0621000000
19.5000000000,5.0054000000,0.0634000000
19.5200000000,5.0068000000,0.0653000000
19.5400000000,4.9990000000,0.0659000000
19.5600000000,4.9332000000,0.0656000000
19.5800000000,4.9119000000,0.0643000000
19.6000000000,4.9122000000,0.0624000000
19.6200000000,4.9177000000,0.0621000000
19.6400000000,4.9409000000,0.0599000000
19.6600000000,4.9564000000,0.0593000000
19.6800000000,4.9061000000,0.0594000000
19.7000000000,4.8286000000,0.0595000000
19.7200000000,4.6232000000,0.0602000000
19.7400000000,4.5481000000,0.0599000000
19.7600000000,4.5879000000,0.0593000000
19.7800000000,4.6194000000,0.0590000000
19.8000000000,4.4876000000,0.0585000000
19.8200000000,4.4838000000,0.0557000000
19.8400000000,4.4721000000,0.0534000000
19.8600000000,4.4683000000,0.0528000000
19.8800000000,4.4605000000,0.0515000000
19.9000000000,4.4241000000,0.0513000000
19.9200000000,4.4257000000,0.0506000000
19.9400000000,4.4015000000,0.0499000000
19.9600000000,4.4046000000,0.0479000000
19.9800000000,4.4450000000,0.0473000000
20.0000000000,4.4915000000,0.0474000000
20.0200000000,4.5729000000,0.0475000000
20.0400000000,4.6426000000,0.0542000000
20.0600000000,4.6155000000,0.0589000000
20.0800000000,4.5922000000,0.0632000000
20.1000000000,4.5545000000,0.0684000000
20.1200000000,4.5399000000,0.0732000000
20.1400000000,4.5438000000,0.0732000000
20.1600000000,4.7356000000,0.0753000000
20.1800000000,5.0378000000,0.0798000000
20.2000000000,5.9288000000,0.0852000000
20.2200000000,6.2620000000,0.0974000000
20.2400000000,6.1303000000,0.1040000000
20.2600000000,5.8690000000,0.1069000000
20.2800000000,5.8730000000,0.1087000000
20.3000000000,5.9598000000,0.1066000000
20.3200000000,6.7269000000,0.1013000000
20.3400000000,5.4833000000,0.0962000000
20.3600000000,5.2536000000,0.0849000000
20.3800000000,5.2656000000,0.0703000000
20.4000000000,5.2818000000,0.0705000000
20.4200000000,5.3613000000,0.0716000000
20.4400000000,5.3864000000,0.0718000000
20.4600000000,5.4049000000,0.0720000000
20.4800000000,5.4562000000,0.0720000000
20.5000000000,5.4872000000,0.0722000000
20.5200000000,5.6731000000,0.0723000000
20.5400000000,5.7080000000,0.0722000000
20.5600000000,5.8630000000,0.0721000000
20.5800000000,5.9908000000,0.0713000000
20.6000000000,6.1109000000,0.0713000000
20.6200000000,6.1049000000,0.0696000000
20.6400000000,6.1070000000,0.0696000000
20.6600000000,5.9017000000,0.0697000000
20.6800000000,5.8776000000,0.0703000000
20.7000000000,5.8823000000,0.0711000000
20.7200000000,6.0296000000,0.0753000000
20.7400000000,6.1419000000,0.0753000000
20.7600000000,6.6920000000,0.0730000000
20.7800000000,7.4281000000,0.0685000000
20.8000000000,6.7850000000,0.0665000000
20.8200000000,6.7657000000,0.0621000000
20.8400000000,6.6998000000,0.0522000000
20.8600000000,6.6610000000,0.0521000000
20.8800000000,6.6628000000,0.0507000000
20.9000000000,6.6765000000,0.0497000000
20.9200000000,6.6940000000,0.0470000000
20.9400000000,6.7424000000,0.0455000000
20.9600000000,6.7928000000,0.0446000000
20.9800000000,6.8276000000,0.0440000000
21.0000000000,6.8044000000,0.0439000000
21.0200000000,6.7928000000,0.0439000000
21.0400000000,6.7916000000,0.0440000000
21.0600000000,6.7966000000,0.0440000000
21.0800000000,6.8005000000,0.0443000000
21.1000000000,6.8083000000,0.0455000000
21.1200000000,6.8354000000,0.0490000000
21.1400000000,6.8460000000,0.0506000000
21.1600000000,6.8858000000,0.0506000000
21.1800000000,6.5487000000,0.0507000000
21.2000000000,6.5332000000,0.0509000000
21.2200000000,6.4673000000,0.0512000000
21.2400000000,6.4489000000,0.0521000000
21.2600000000,6.4441000000,0.0522000000
21.2800000000,6.4209000000,0.0522000000
21.3000000000,6.4095000000,0.0518000000
21.3200000000,6.4122000000,0.0518000000
21.3400000000,6.4209000000,0.0518000000
21.3600000000,6.4867000000,0.0515000000
21.3800000000,6.5487000000,0.0512000000
21.4000000000,6.5758000000,0.0510000000
21.4200000000,6.6301000000,0.0510000000
21.4400000000,6.7347000000,0.0512000000
21.4600000000,6.7966000000,0.0532000000
21.4800000000,6.8431000000,0.0545000000
21.5000000000,6.8819000000,0.0548000000
21.5200000000,6.8858000000,0.0549000000
21.5400000000,6.9981000000,0.0555000000
21.5600000000,7.0717000000,0.0571000000
21.5800000000,7.1298000000,0.0574000000
21.6000000000,7.1802000000,0.0572000000
21.6200000000,7.3352000000,0.0569000000
21.6400000000,7.4398000000,0.0565000000
21.6600000000,7.5482000000,0.0565000000
21.6800000000,7.7264000000,0.0562000000
21.7000000000,7.7613000000,0.0558000000
21.7200000000,7.8001000000,0.0559000000
21.7400000000,7.8504000000,0.0561000000
21.7600000000,7.8892000000,0.0561000000
21.7800000000,7.8969000000,0.0575000000
21.8000000000,7.9202000000,0.0588000000
21.8200000000,7.9550000000,0.0587000000
21.8400000000,7.9008000000,0.0586000000
21.8600000000,7.8601000000,0.0586000000
21.8800000000,7.8117000000,0.0586000000
21.9000000000,7.7071000000,0.0586000000
21.9200000000,7.6180000000,0.0571000000
21.9400000000,7.4940000000,0.0566000000
21.9600000000,7.4010000000,0.0548000000
21.9800000000,7.2964000000,0.0541000000
22.0000000000,7.2189000000,0.0538000000
22.0200000000,7.1686000000,0.0529000000
22.0400000000,7.1259000000,0.0525000000
22.0600000000,7.0020000000,0.0520000000
22.0800000000,6.9810000000,0.0520000000
22.1000000000,6.9816000000,0.0519000000
22.1200000000,7.0097000000,0.0520000000
22.1400000000,7.0252000000,0.0521000000
22.1600000000,6.9516000000,0.0524000000
22.1800000000,6.9361000000,0.0526000000
22.2000000000,6.9167000000,0.0531000000
22.2200000000,6.8276000000,0.0534000000
22.2400000000,6.7540000000,0.0534000000
22.2600000000,6.6727000000,0.0534000000
22.2800000000,6.5836000000,0.0536000000
22.3000000000,6.5138000000,0.0539000000
22.3200000000,6.4054000000,0.0551000000
22.3400000000,6.3162000000,0.0579000000
22.3600000000,6.2078000000,0.0602000000
22.3800000000,6.1652000000,0.0626000000
22.4000000000,6.1187000000,0.0645000000
22.4200000000,6.0606000000,0.0650000000
22.4400000000,6.0257000000,0.0649000000
22.4600000000,5.9637000000,0.0648000000
22.4800000000,5.9517000000,0.0647000000
22.5000000000,5.9538000000,0.0652000000
22.5200000000,5.9676000000,0.0671000000
22.5400000000,6.0489000000,0.0682000000
22.5600000000,6.2000000000,0.0702000000
22.5800000000,6.3008000000,0.0702000000
22.6000000000,6.0567000000,0.0702000000
22.6200000000,5.9133000000,0.0698000000
22.6400000000,5.9133000000,0.0696000000
22.6600000000,5.8785000000,0.0696000000
22.6800000000,5.8649000000,0.0703000000
22.7000000000,5.8591000000,0.0705000000
22.7200000000,5.7003000000,0.0703000000
22.7400000000,5.6979000000,0.0690000000
22.7600000000,5.7312000000,0.0686000000
22.7800000000,5.7700000000,0.0651000000
22.8000000000,5.7564000000,0.0645000000
22.8200000000,5.7739000000,0.0620000000
22.8400000000,5.7768000000,0.0609000000
22.8600000000,5.7855000000,0.0609000000
22.8800000000,5.8010000000,0.0619000000
22.9000000000,5.7611000000,0.0630000000
22.9200000000,5.7614000000,0.0634000000
22.9400000000,5.8397000000,0.0639000000
22.9600000000,6.0412000000,0.0642000000
22.9800000000,5.8262000000,0.0652000000
23.0000000000,5.7876000000,0.0655000000
23.0200000000,5.7922000000,0.0677000000
23.0400000000,5.8436000000,0.0695000000
23.0600000000,5.8204000000,0.0700000000
23.0800000000,5.8513000000,0.0703000000
23.1000000000,5.8630000000,0.0704000000
23.1200000000,5.9172000000,0.0698000000
23.1400000000,6.0179000000,0.0676000000
23.1600000000,5.7816000000,0.0679000000
23.1800000000,5.7448000000,0.0705000000
23.2000000000,5.7351000000,0.0705000000
23.2200000000,5.7312000000,0.0692000000
23.2400000000,5.7204000000,0.0689000000
23.2600000000,5.7234000000,0.0684000000
23.2800000000,5.7234000000,0.0680000000
23.3000000000,5.7238000000,0.0674000000
23.3200000000,5.7351000000,0.0674000000
23.3400000000,5.8049000000,0.0681000000
23.3600000000,5.8204000000,0.0686000000
23.3800000000,5.8668000000,0.0703000000
23.4000000000,6.0257000000,0.0745000000
23.4200000000,6.1845000000,0.0810000000
23.4400000000,6.0528000000,0.0965000000
23.4600000000,5.7506000000,0.1020000000
23.4800000000,5.5085000000,0.1022000000
23.5000000000,5.5229000000,0.0996000000
23.5200000000,5.6228000000,0.0938000000
23.5400000000,5.6654000000,0.0906000000
23.5600000000,5.6538000000,0.0861000000
23.5800000000,5.5685000000,0.0740000000
23.6000000000,5.4872000000,0.0588000000
23.6200000000,5.4879000000,0.0569000000
23.6400000000,5.5017000000,0.0545000000
23.6600000000,5.5143000000,0.0538000000
23.6800000000,5.5530000000,0.0532000000
23.7000000000,5.6034000000,0.0519000000
23.7200000000,5.6421000000,0.0505000000
23.7400000000,5.6441000000,0.0475000000
23.7600000000,5.6460000000,0.0467000000
23.7800000000,5.6266000000,0.0465000000
23.8000000000,5.6228000000,0.0465000000
23.8200000000,5.6034000000,0.0451000000
23.8400000000,5.4988000000,0.0448000000
23.8600000000,5.4949000000,0.0432000000
23.8800000000,5.4634000000,0.0429000000
23.9000000000,5.4655000000,0.0429000000
23.9200000000,5.4794000000,0.0429000000
23.9400000000,5.5220000000,0.0444000000
23.9600000000,5.5492000000,0.0445000000
23.9800000000,5.6073000000,0.0447000000
24.0000000000,5.6848000000,0.0453000000
24.0200000000,5.7080000000,0.0462000000
24.0400000000,5.7312000000,0.0466000000
24.0600000000,5.7390000000,0.0468000000
24.0800000000,5.7584000000,0.0470000000
24.1000000000,5.7080000000,0.0475000000
24.1200000000,5.7027000000,0.0477000000
24.1400000000,5.7033000000,0.0477000000
24.1600000000,5.7041000000,0.0477000000
24.1800000000,5.7235000000,0.0474000000
24.2000000000,5.7777000000,0.0467000000
24.2200000000,5.7797000000,0.0460000000
24.2400000000,5.7622000000,0.0453000000
24.2600000000,5.7632000000,0.0450000000
24.2800000000,5.7855000000,0.0449000000
24.3000000000,5.8087000000,0.0448000000
24.3200000000,5.8242000000,0.0449000000
24.3400000000,5.8630000000,0.0451000000
24.3600000000,5.8823000000,0.0454000000
24.3800000000,5.9133000000,0.0464000000
24.4000000000,5.9405000000,0.0464000000
24.4200000000,5.9482000000,0.0466000000
24.4400000000,5.9792000000,0.0469000000
24.4600000000,5.9850000000,0.0480000000
24.4800000000,5.9824000000,0.0520000000
24.5000000000,5.9915000000,0.0519000000
24.5200000000,6.0644000000,0.0516000000
24.5400000000,5.9676000000,0.0507000000
24.5600000000,5.8649000000,0.0505000000
24.5800000000,5.8397000000,0.0501000000
24.6000000000,5.7971000000,0.0489000000
24.6200000000,5.7739000000,0.0474000000
24.6400000000,5.7467000000,0.0459000000
24.6600000000,5.7240000000,0.0453000000
24.6800000000,5.7235000000,0.0452000000
24.7000000000,5.7230000000,0.0449000000
24.7200000000,5.7235000000,0.0446000000
24.7400000000,5.7700000000,0.0446000000
24.7600000000,5.8242000000,0.0444000000
24.7800000000,5.8359000000,0.0444000000
24.8000000000,5.8862000000,0.0444000000
24.8200000000,5.9831000000,0.0450000000
24.8400000000,5.9601000000,0.0454000000
24.8600000000,6.0063000000,0.0455000000
24.8800000000,5.9827000000,0.0464000000
24.9000000000,5.9827000000,0.0466000000
24.9200000000,5.9928000000,0.0479000000
24.9400000000,6.0063000000,0.0491000000
24.9600000000,6.0528000000,0.0492000000
24.9800000000,6.0683000000,0.0496000000
25.0000000000,6.0334000000,0.0500000000
25.0200000000,6.0083000000,0.0500000000
25.0400000000,5.9845000000,0.0500000000
25.0600000000,5.9792000000,0.0504000000
25.0800000000,5.9482000000,0.0536000000
25.1000000000,5.8630000000,0.0546000000
25.1200000000,5.6460000000,0.0559000000
25.1400000000,5.4601000000,0.0562000000
25.1600000000,5.4622000000,0.0557000000
25.1800000000,5.4872000000,0.0552000000
25.2000000000,5.7700000000,0.0557000000
25.2200000000,5.8165000000,0.0562000000
25.2400000000,5.8436000000,0.0563000000
25.2600000000,5.7777000000,0.0564000000
25.2800000000,5.5065000000,0.0565000000
25.3000000000,5.2044000000,0.0566000000
25.3200000000,5.0494000000,0.0585000000
25.3400000000,4.9758000000,0.0622000000
25.3600000000,4.9293000000,0.0643000000
25.3800000000,4.9242000000,0.0675000000
25.4000000000,4.9448000000,0.0788000000
25.4200000000,5.0416000000,0.0952000000
25.4400000000,4.8441000000,0.0953000000
25.4600000000,4.4102000000,0.0955000000
25.4800000000,4.4073000000,0.0949000000
25.5000000000,4.4566000000,0.0940000000
25.5200000000,5.1811000000,0.0930000000
25.5400000000,5.1191000000,0.0907000000
25.5600000000,4.9806000000,0.0754000000
25.5800000000,4.9603000000,0.0630000000
25.6000000000,4.9448000000,0.0606000000
25.6200000000,4.9459000000,0.0593000000
25.6400000000,4.9564000000,0.0572000000
25.6600000000,4.9644000000,0.0548000000
25.6800000000,4.9496000000,0.0545000000
25.7000000000,4.9487000000,0.0537000000
25.7200000000,4.8557000000,0.0518000000
25.7400000000,4.8280000000,0.0497000000
25.7600000000,4.8296000000,0.0497000000
25.7800000000,4.8479000000,0.0497000000
25.8000000000,4.9254000000,0.0497000000
